Expression Label,tweets
negative,"@AltantsetsegOr1 @Suvdok Өөрийнх хамтлагийн бүжигчин биш юмаа Нандин -Эрдэнэ( Дөлгөөн- Аюушийн партнер) ""Стар"" хамтлагийнх. Бусад нь бүгд Мүүн хамтлагийнх( Саранхүүгийнх гэсэн үг) Ганц ,,Стар"" - ийн бүжигчинг Саранхүү хавчиж хяхсаар хаслаа."
neutral,"@Suvdok @Batka_ Саранхүү илт гадуурхлаа ганц "" Стар"" хамтлагийн бүжигчинг, ( Нандин-Эрдэнэ, Дөлгөөн- Аюуш) болиоосой. Бусад нь бүгд Moon Dance- ийн бүжигчид. Дөлгөөн- Аюуш илт давуу чадалтай эвсэлтэй залуу. Саранхүү үнэн өчүүхэн бна!"
negative,"Хүүк, Энкват 2-ын тухай л яриад байхын. Муу Эрдэнэ ванг маань авч хэлэлцэж буй хүн байтугай шувуу ч байдаггүй шүү бүүр 😌"
neutral,@TovuuBold @baldanjaw Эрдэнийг Хүүк захиалсан. Жолоог нь Элбэгдорж залж байгаа. Эби Эрдэнэ Батүүл нар АН ийг зарж идэж шороотой нь хутгаж ялгүй үлдэж баярлан дэвхцэж бна.
negative,@TomokoIbukuro Ер нь тийм болж бна ХҮК Энхбат гэсэн 2 хүний тоглолт болж тараах АН Эрдэнэ орсон ч Энхбат саналаас хороон ХҮК ашигтай байх
negative,@O_Enkhtaivan Эрдэнэ ванг намынхан нь ч дэмжихгүй цагаан сонголт гээ л байнадаа. Цагаан сонголт хийвэл МАН-д л ашигтай.
negative,@iMementoMori @BatnerenK С. Эрдэнэ чинь Цэргийн дээдийг төгсөөд дараа нь Отгонтэнгэрт хуулиар төгсөөд Удирдлагын академийг удирдахуйн ухаанаар доктор хамгаалсан гээд байдгийшд. Тэгэхээр боловсролгүй гэдэг бол худлаа байхаа.
positive,"Огт танихгүй атлаа сэтгэлд ойрхон хүмүүс олон байдаг. Хийж бүтээсэнээрээ, зохиол туурвилаараа, яруухан даруухан амьдарч явсан эгэлхэн дүрээрээ сэтгэлд хоногшсон тийм л хүмүүс. Өнгөрсөн жил найрагч Арлааны Эрдэнэ-очирыг тэнгэр болчихлоо гэж дуулаад сэтгэл хөндүүр, гунигтай байсан. https://t.co/4I4zTXHH46"
negative,"мАНай АНыхныг тоодог амьтан алга, хүкүро энхбат гээл хэрэлдээл байх юм. бид яацы хөөе? Эрдэнэ бас байгаа шүү за?"
positive,@otgonotgo Эрдэнэ аль хүчтэй талд нь л орох бх.
positive,Иргэн Амарсайхан: С.Эрдэнэ наанаа л ширүүн мэт боловч яг цаанаа бол зөөлөн хүн байдаг юм аа.
positive,Иргэн Мөнхбат: С.Эрдэнэ их хуралд 70хууль санаачилсны 49 нь хэрэгжиж байгаа. Тэрний нэг нь гадаадад байгаа иргэд нийгмийн даатгал төлөх боломжтой болгосон.
positive,"@Toogoogovi @MBaatar_Nov01 Дургүй байх нь араггүй шд, ""Стар"" хамтлагийн цорын ганц бүжигчин нь Нандин- Эрдэнэ. Бусад нь бүгд Саранхүү ахайтны хариуцсан “Moon Dance “ хамтлагийн бүжигчид. Дөлгөөн Аюуш илт давуу бсан, ахайтан өрсөлдөгч Стар-ийхныгаа дээгүүр гаргахгүйгээ мэдэх блгүй."
positive,@SaruulhanA Лам гурван эрдэнэ минь
positive,Үнэт зүйлдээ тууштай С.Эрдэнэ гуайг дэмжих бодолтой байгаа. Түүний талаар бас ч гэж мэдээлэлтэй болж байна гэжжж. Энэ хүн өөрийгөө дөвийлгөөд байдаггүй эрхэм чанартай ч юм шиг...🤔🤔🤔
negative,2017 онд 7 билүү 8%тай байсан Босоо Ганбаа 30% санал чаацышдээ. С.Эрдэнэ бол бас ширүүн л үзнэ.
negative,"@loggnom Ороод Эрдэнэ гэдэг хүн яг хэдий хэмжээний хөрөнгөтэй юм бэ гээд асууснаасаа болж нэг орк авгайд Эрдэнийн тролл, гар хөлөөрөө дуудуулсан даа. 😂😂😂"
neutral,"@TovuuBold @AminaMongolia Ардчиллыг нь Эрдэнэ, Элбэг хоёр дуусгалаа даа. Ум маани бадми хум."
negative,@margadism Эрдэнэ ирээдүй юм уу😳
positive,"https://t.co/6t8sB5mbqR - 
Л.Оюун-Эрдэнэ: Дотооддоо газрын тосоо боловсруулан, төмрийн хүдрээ баяжуулж, алтаа цэвэршүүлнэ. https://t.co/QZfrcWIAbb"
negative,"""ЧОНО мах иддэг араатан"" байгалиас заяагдмал - хуулиар зохицуулалт хийж үл болно.
гэдгийг хэлэхгүй бол хууль санаачлаж магадгүй!
С.Эрдэнэ 100 гаруй хууль баталсан гэх. 
НДын мөнгө л хусах хуулийн цоорхойтой хууль зориуд батлуулж бсан бх. 
Үр дүн нь капитал банк Ундармаа!"
positive,Нийтийн эрх ашгийг төлөө ажиллаж чаддаг хүндээ төлөөлөх эрх өгдөг болсон цагт л Монгол хөгжих байх. Муу нэр зүүгээд ч хамаагүй Жонхуутай эцсээ хүртэл тэмцэж байгаа Эрдэнэ-д баярламаар ч юм шиг. 🙄
positive,"Өнөөдөр ээж болсон өдөр🤱
Үнэрийнх нь сайханд ээж нь эрдэнэ заяасан гэж баярладаг💐
Өөрийгөө дуурайсныг нь харж аав нь гавъяа байгуулсан гэж бахархдаг💪
Өдөр өдрөөр шинийг сурч, өмөлзөн эрхлэх охин минь 👩‍❤️‍👩
Өргөн орчлонг өөрийхөөрөө  таньж, ухаантай хүн болж өсөөрэй❤💖💗 Нархан🥰 https://t.co/tA45prW0oO"
negative,"Эрдэнэ гарч ирээд Женкогийн хийснийг давткуу гэх ямар баталгаа байгаа вэ? Ажлын арга барилыг нь хараад байхад ганцаараа бүхнийг ямар ч аргаар хамаагүй, хүчээр шийддэг хүн шиг байдагшт. Тэгэхээр ялгаа гарах уу 😜😜😜"
positive,"""Шашныг мандуулах амьтныг жаргуулагч, Олноо Өргөгдсөн Монгол Улсын эзэн, шашин төрийг хослон баригч, наран гэрэлт Богд хааны зарлиг...
... Засагт хан Содномравданд үе улиран ногоон жууз, шар хүрэм, улбар шар жолоо, Эрдэнэ бишрэлт цол шагнан ... бас Шадар сайд болгогтун ... https://t.co/bvHUVeYG8P"
neutral,"Билгийн улирлын тооллын Цагаагчин гахай жилийн 11 сарын 9 (өвлийн дунд сарын шинийн 9).
Аргын улирлын тооллын 1911 оны 12-р сарын 29.
Гэрэл зургийн тайлбар: Эрдэнэ бишрэлт засагт хан Содномравдан."
negative,"С.Эрдэнэ бол АН-ын байр сууринд бат зогсч, барьж чаддаг, хатуу байж чаддаг тийм л хүн. Ардчилсан намд хуулийн дагуу албан ёсоор нэг л нэр дэвшигч байгаа нь С.Эрдэнэ. Энэ хүний төлөө АН ажиллах ёстой, үүрэгтэй. Нам нэгдмэл байж нэр дэвшигчээ гаргах ёстой.
https://t.co/uUQonbRXmX https://t.co/KAxpWwacyf"
negative,"С.Эрдэнэ АН-ыг элдэвлэсний хариуд Ерөнхийлөгчийн сонгуулийн дараа улстөрөөс ""арчигдана"" https://t.co/mQlNrNW045 https://t.co/MgoKuiXR58"
negative,"Оюун-Эрдэнэ ацын зөгнөлт зохиолын нээлтэнд очиж бялдуучилсан хүмүүс дахиж сонгуульд үзэх, нийгэм муухай байна гэж гоншигнох ёсгүй. Баабар, Цэнддоо нар Нянгартаа зусардах байсан юм бол яах гэж түүгээр кино хийсэн юм бэ? Нэр цэвэр үхнэ гэж хуцаад байдаг. Хуцаж л байсан юм байна."
neutral,"@SoyomboMN @artanyan Юу ч гуйсан эрдэм номтой, хэл устай хүн юм даа, болох л байх.

Хүүк гуйвал ч. НҮБ-ийн ассемблей нүдэнд харагдчихлаа. Ийм хүн сонгосон Монголчуудын нэг гэдгээсээ ч ичихээр болгоно.

Эрдэнэ гуйвал Монголоо бус Вант улсаа л бодно."
negative,"@DawaaRadnaa Харахад л до ре ми 
Кофе уувал Эрдэнэ засгийн унагааа гээд л,,,"
negative,"Хүрэлсүх, Эрдэнэ нарын сурталчилгаа интернет орчинд хамгийн их явж бгаа нь өрөө Энхбатын ажлын үр дүн юм даа. Инженерүүд ажлаараа попордоггүй."
negative,"Хүрэлсүх, Эрдэнэ хоёрт дургүй хүнийг ойлгох амархан, Энхбатад дургүй хүнийг ойлгох л их хэцүү болчихоод бгаам даа цүцүцү https://t.co/FrbnDrCH81"
neutral,"Эрдэнэ Ардчилсан нийгмийн, АН-ын төлөө тууштай тэмцэгч гэдэгтэй маргахгүй. Харин энэ үнэт зүйлийг хувийнхаа ашиг сонирхолд ашиглаж чадсан. Гаргасан санал санаачлага, шийдвэр нь улс орны эдийн засаг, НДС-д асар их хохирол учруулсан билээ. https://t.co/NtEJ0NuDGC"
neutral,Гахай илүү эрхгүй Оюун эрдэнэ харин илүү эрхтэй... https://t.co/b1xjaMBQ0j
