Expression Label,tweets
negative,@sogoomn Одоо Д.Энхбат жиргээн дээр сууж байх зав байхгүй ээ...
neutral,"@bayarkuu Тэс ондоо 2 хүнийг харьциулах юм. Женко чинь 8 жил төмөр зам, хөдөө аж ахуйгээр бужигнуулчихсан танил ОРК шахуу болцон байсан. Харин Энхбат бол зүгээр цагаан гартан. 4 жил УИХ-д суусныг нь ч мэдэх хүн обсо."
negative,"@artanyan @muujig77 Хаана тэгэж элит гээд бичээд байгаа юм бол, олж харахгүй юм. Дэмжигчид нь Энхбат гуайг элит гэж нэр оноох гэж байж баллаад орхих вий."
positive,"Энхбат ахын хандивын үдэшлэг болоод хүмүүс шувтан магтаад байхаар нь би “Таны асуудлыг олон талаас нь хардаг тань авууштай ч цаашдаа өшөө илүү зоригтой байгаасай гэж хүсэж байна”гээд хэлчихсэн чинь тэнд байсан бүх хүн чимээгүй болчихсон шд.Тэгнээ,баярлалаа гэж хэлэх бх гэж бодсын"
negative,"Энхбат Еөк болчихвол эрх баригч намын эсрэг зогсож чадахгүй сул, Эрдэнэ нь дээр ч гэх шиг. Энхбатыг сул гэж яаж урьдчилж мэдээд бнаа. 😜 Боловсролтой хүн болохоороо сул хүн гээд бгам уу. 😬"
negative,"ҮХ-д бүх иргэд сонгох сонгогдох эрхтэй гэж заасан боловч ерөнхийлөгчийн сонгуульд огт хэрэгждэггүй.Д.Энхбат энэ удаа сонголтгүй цагийн сонголт болов.Аймхай хулчгар, бөөрөнхий, чухал шийдвэрийг цагт нь зоригтой гаргахгүй гээд ерөнхийлөгчид баймгүй чанарууд олонтой.Яалтай билээ. https://t.co/UPvML6NR9w"
neutral,"@otgonotgo Уг нь зарчимтай хүн, хулгай хийж бгагүй хүн л нь сайн шаардлага тавьж чадна. Барьцаанд орохгүй. Яг энэ шаардлагыг Энхбат биелүүлж чадна"
negative,"Анхны $3000 долларын хөрөнгөөрөө тэд юунд хөрөнгө оруулж тэр нь ямархуу өгөөж өгсөн талаар :

#Энхбат #Датаком #Enkhbat #datacom #Доктор_Энхбат_гэж_хэн_бэ #Интернэт_Монголд_нэвтэрсэн_түүх https://t.co/4MW5LFeaeV"
negative,Энхбат Эрдэнэ Хүүк гурвын алийг нь дэмждэг юм билээдээ
neutral,"Монголын элитийн магнайд Энхбат дундуур хавьцаа нь нөгөө хэдэн нийтлэлчүүд доогуур нь сошл инфлүүзэр элийрэгч, хүдэр бадар ч жонгинуур узориг тэдгээрийг дагаж далдайсан хэд байдаг гэж тодорхойлогдоод байгаамуу!? 🙈😜"
positive,"Гадаад, дотоодод оршин суугаа иргэдийн болон олон жиргээчдийнхээ захиалгыг биелүүлж жирийн иргэн Д.Энхбат гуайг ХҮН нам, эвслийн зүгээс нэрийг нь дэвшүүлсэн.

Харин одоо хамтдаа хандив босгож бусдыгаа уриалъя.

Таны хандив нь үр хүүхэд, нийгэмдээ оруулж буй хөрөнгө оруулалт юм‼️ https://t.co/sDA4BlqwtH"
positive,"Энэ удаагийн сонгууль харин их амар хялбар, онцлогтой болох шинжтэй шүү. 🤘🏻🤘🏻🤘🏻

Элитүүд нь Энхбат ахыгаа сонгоод, 

Эргүү дагзнууд нь Эрдэнийгээ сонгоод

Эгэл ард нь Хүрэлсүхээ сонгоод л цэгцрэх нь байна шүү дээ. 🎈 https://t.co/VRus5gxQx8"
positive,Энхбат гуай сайхан залуу байжээ.. https://t.co/zaXPIryFDa
negative,@GGanErdene Энхбат-р далимдуулаад Идрээд жаахан буруу зөрүү бодож явдагаа хэлээд байгаамаадаа янз нь ..
negative,"Энхбат гуайн хувьд тэр интэрнэтийг Монголд оруулж ирсэн гэдэг дээр бол цаг хугацааны л асуудал бсан бх. Энхбат биш юмаа гэхэд Батэнх нь ч бж болно. 

Энхбат интэрнэт оруулж ирээгүй бол одоо болтол интэрнэтгүй бгаа гэж бга нь утгагүй бн. Тахиа донгодхоор үүр цайдаг гэдэг шиг."
negative,"@Mongol_Jirgeech @balgaab @Tuyatsetseg75 Д.Энхбат агсныг Германаас авчруулсан, шоронд тамлуулсан хvн нь тэр vеийн Еренхий сайд Н.Энхбаяр, Хууль зvйн сайд Нямка. Хурц тэр vед Унгар дахь Элчинд ажиллаж байсан.Д.Энхбат агсныг авчрахад Тэрбишдагва, Швейцарь дахь элчингийн ажилтан  оролцсон.Хурц тамлаагvй! Нямка сайдын ажил."
negative,"Энхбат гуайн хувьд тэр интэрнэтийг Монголд оруулж ирсэн гэдэг дээр бол цаг хугацааны л асуудал бсан бх. Энхбат биш юмаа гэхэд Батэнх нь ч бж болно. 

Энхбат интэрнэт оруулж ирээгүй бол одоо болтол интэрнэтгүй бгаа гэж бга нь утгагүй бн. Тахиа донгодхоор үүр цайдаг гэдэг шиг."
negative,@hakunamatata_p @adoraadora10 Энхбат цэрэгт алба хаагаагүй ээ
negative,United 4g ашиглаж жиргэж бгаа шүү Эдний захирал нь бас Энхбат гэдэг билүү?
positive,"100 жилээр зодоглох ч яамай.
Ухаан ороосой Э. Энхбат начин маань."
neutral,Маагий зөв өнцөг бичиж бн. Энхбат ахад сайн баг хэрэгтэй. https://t.co/a19o3Df2Cf
negative,Энхбат ч энэ удаад яахав. Ганбаатар гэж нөхөр урьдны сонгуульд ялсан бол яах уу 😂 бодохоор л бүүр хорхой гүйгээд бх юм.
negative,"Энхбат гуай уйтгартай хэвэнд цутгасан юмшиг нэг юмаа тоть шиг давтдаг нь үнэн шүү лекц уншиж хий хоосон титэм үг хэлэхээс өөрөөр бодит юу хийсэн бэ? 
Чи юу хийсэн бэ гэхжага бол пин твит уншаарай. Интернэт бол өөр нэг нь оруулж ирэх л байсан зүйл цаг хугацааны асуудал байсан."
negative,"@Aanxaa Энхбат гуайн ярианд шүүмж гэхээс илүүтэй Хүрэлсүхийн хоосон яриаг дээш шидсэн дүгнэлт, ЭЛИТ гэх мэтээр тодорхой хаяглаж дайрсан чиний өөрийн хандлага л үнэндээ dissapoint болголоо. Арай ч Хүүкийн БӨГСНИЙ АЛЧУУР (чи нэгэнтээ тэгж хэлж бсан) болчоогүй болов уу л гэж л найдаж бна."
negative,"#Сору_Энхбат_Батаа:Тост, Тосон бумбыг ""авсан"" гэж поопроод бгаа ч үнэн чанартаа аваагүй. Тэнд одоо хүртэл Чойжилсүрэн эзэгнэн сууж байгаа бөгөөд, шүүхийн эцсийн шийдвэр хүлээж бгаа.Бусад ХҮҮК-ийн дурдаад бгаа газруудын талаар ч мэднээ!. Худлаа ... боль гэж ХҮҮК-д хэлцгээх ёстой ш"
negative,"Нэр дэвшигч Энхбат гуайг муулах өнцөг олох гэж зовж бгаа төлбөртүүдийг бүүр өрөвдчихлөө. Номтой, хулгай худлын түүхгүй Д.Энхбат гэдэг хүнийг муулах нь Б. Ренчин гуайг муулах захиалга шиг маш хэцүү даалгавар л даа. Ойлгож бнаа ойлгож бн. 😂😂😂"
negative,"Ккк Ренчин гуайтай харьцуулж шиддэг нь яажаан, Энхбат бол том биетэй Эби шүү дээ! https://t.co/68UgPtaxCb"
negative,@Aanxaa Хүрэлсүхийн мэддэг онигоо шиг худлаа шаасан 50 минутыг 15-20минут нтр гэж худлаа магтсанд нь эгдүүцсэн. Энхбат нь хамаа алга.
